2023-07-02 22:01:10,438 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-07-02 22:01:10,492 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-07-02 22:01:10,493 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-07-02 22:01:10,493 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-07-02 22:01:10,496 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-07-02 22:01:10,497 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-07-02 22:01:10,498 INFO  SwAddin.cs: 201 - Setting up command manager
2023-07-02 22:01:10,499 INFO  SwAddin.cs: 204 - Adding command manager
2023-07-02 22:01:10,502 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-07-02 22:01:10,503 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-07-02 22:01:10,503 INFO  SwAddin.cs: 210 - Adding event handlers
2023-07-02 22:01:10,734 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-07-03 00:52:28,678 INFO  SwAddin.cs: 294 - Assembly export called for file B_snake_URDF.SLDASM
2023-07-03 00:52:28,698 INFO  SwAddin.cs: 299 - Save is required
2023-07-03 00:52:28,698 INFO  SwAddin.cs: 313 - Saving assembly
2023-07-03 00:52:28,935 INFO  SwAddin.cs: 316 - Opening property manager
2023-07-03 00:52:29,038 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_URDF.SLDASM
2023-07-03 00:52:29,100 INFO  ExportHelperExtension.cs: 1136 - Found 58 in B_snake_URDF.SLDASM
2023-07-03 00:52:29,101 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_URDF.SLDASM
2023-07-03 00:52:29,101 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-03 00:52:29,104 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2023-07-03 00:52:29,105 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_jaw-1
2023-07-03 00:52:29,106 INFO  ExportHelperExtension.cs: 1136 - Found 26 in B_snake_jaw-1
2023-07-03 00:52:29,107 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_jaw-1
2023-07-03 00:52:29,108 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_mid-1
2023-07-03 00:52:29,111 INFO  ExportHelperExtension.cs: 1136 - Found 28 in B_snake_mid-1
2023-07-03 00:52:29,111 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_mid-1
2023-07-03 00:52:29,113 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_base-1
2023-07-03 00:52:29,113 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B_snake_base-1
2023-07-03 00:52:29,114 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_base-1
2023-07-03 00:52:29,114 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_joint-1
2023-07-03 00:52:29,115 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B_snake_joint-1
2023-07-03 00:52:29,116 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_joint-1
2023-07-03 00:52:29,116 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_jaw-2
2023-07-03 00:52:29,117 INFO  ExportHelperExtension.cs: 1136 - Found 26 in B_snake_jaw-2
2023-07-03 00:52:29,118 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_jaw-2
2023-07-03 00:52:29,118 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_end-1
2023-07-03 00:52:29,119 INFO  ExportHelperExtension.cs: 1136 - Found 28 in B_snake_end-1
2023-07-03 00:52:29,119 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_end-1
2023-07-03 00:52:29,120 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_jaw_holder-1
2023-07-03 00:52:29,120 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B_snake_jaw_holder-1
2023-07-03 00:52:29,121 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_jaw_holder-1
2023-07-03 00:52:29,121 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from B_snake_joint-2
2023-07-03 00:52:29,121 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B_snake_joint-2
2023-07-03 00:52:29,123 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in B_snake_joint-2
2023-07-03 00:52:29,123 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from B_snake_URDF.SLDASM
2023-07-03 00:52:29,124 INFO  ExportHelperExtension.cs: 1136 - Found 58 in B_snake_URDF.SLDASM
2023-07-03 00:52:29,124 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in B_snake_URDF.SLDASM
2023-07-03 00:52:29,125 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-03 00:52:29,125 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2023-07-03 00:52:29,126 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from B_snake_jaw-1
2023-07-03 00:52:29,126 INFO  ExportHelperExtension.cs: 1136 - Found 26 in B_snake_jaw-1
2023-07-03 00:52:29,127 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in B_snake_jaw-1
2023-07-03 00:52:29,128 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from B_snake_mid-1
2023-07-03 00:52:29,128 INFO  ExportHelperExtension.cs: 1136 - Found 28 in B_snake_mid-1
2023-07-03 00:52:29,129 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in B_snake_mid-1
2023-07-03 00:52:29,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from B_snake_base-1
2023-07-03 00:52:29,129 INFO  ExportHelperExtension.cs: 1136 - Found 27 in B_snake_base-1
2023-07-03 00:52:29,130 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in B_snake_base-1
